,average_abs_corr,average_divergence,average_length,count,log10_count,class_name,family_name,average_abs_corr_random_95_top,status_95
LTR24,0.07871041855170785,16.472167929851103,1070.1845493562232,233,2.367355921026019,LTR,ERV1,0.07185634672457678,above
LTR24B,0.051936876769312926,20.061059477463942,1171.5844155844156,308,2.4885507165004443,LTR,ERV1,0.062147768552138334,below
LTR24C,0.08274552125776871,15.093300651806107,956.8285714285714,245,2.3891660843645326,LTR,ERV1,0.07000363022715675,above
LTR25,0.12976306234668852,18.828184059280026,2510.4973544973545,189,2.2764618041732443,LTR,ERV1,0.08012051525420877,above
LTR25-int,0.1452508885637674,18.713513650793352,7725.679802955665,203,2.307496037913213,LTR,ERV1,0.07719715139004935,above
LTR26,0.04541910139046521,17.04496416935318,803.5022123893805,452,2.655138434811382,LTR,ERV1,0.050906663371763396,below
LTR26B,0.07508605636992735,13.4081735993383,785.09,100,2.0,LTR,ERV1,0.11156937486914276,below
LTR26C,0.06845760635992218,14.802789166811753,708.1345291479821,223,2.3483048630481607,LTR,ERV1,0.07351476128101311,below
LTR26D,0.09889225878229223,12.961383240213017,847.9661016949152,118,2.0718820073061255,LTR,ERV1,0.10236599930378669,below
LTR26E,0.1269352958848511,17.747423405900363,738.9878048780488,82,1.9138138523837167,LTR,ERV1,0.12370135693984607,above
LTR27,0.06820564068891814,11.818219605576605,948.575,280,2.4471580313422194,LTR,ERV1,0.06530643796872883,above
LTR2752,0.07788770251632837,12.201538097470433,1509.9806763285023,207,2.315970345456918,LTR,ERV1,0.0764175944014712,above
LTR27B,0.09030203171095148,12.30620561695944,1151.8367346938776,147,2.167317334748176,LTR,ERV1,0.09130933417789874,below
LTR27C,0.09209501141096121,11.658971962616823,998.6111111111111,108,2.03342375548695,LTR,ERV1,0.10719134312461003,below
LTR27D,0.05575905305761395,13.230999552349614,928.0046296296297,216,2.3344537511509307,LTR,ERV1,0.07474449517454902,below
LTR27E,0.05744464178991113,14.058455009046112,1535.0395480225989,177,2.2479732663618064,LTR,ERV1,0.08290143379781291,below
LTR28,0.08905165801976397,9.637284150298214,1193.2941176470588,102,2.0086001717619175,LTR,ERV1,0.11042607655148645,below
LTR28B,0.06794642858756934,12.583559300797058,1185.9424778761063,226,2.3541084391474008,LTR,ERV1,0.07300554011932638,below
LTR28C,0.07581413781393143,14.197901117696869,1351.9813953488372,215,2.3324384599156054,LTR,ERV1,0.07492512350096624,above
LTR29,0.03926147505442464,17.8857237239341,918.2494969818913,497,2.6963563887333324,LTR,ERV1,0.04845460040855598,below
LTR2B,0.07027026404906297,7.60023011017758,1882.5055762081784,269,2.429752280002408,LTR,ERV1,0.06668215346129612,above
LTR2C,0.11850180691157879,8.91505801042012,1911.3487179487179,195,2.290034611362518,LTR,ERV1,0.07882860443245794,above
LTR3,0.11108107385508056,7.826660108218906,1607.0746268656717,67,1.8260748027008264,LTR,ERVK,0.13740785970143288,below
LTR30,0.08737786057808071,7.057052118065965,1594.9130434782608,115,2.060697840353612,LTR,ERV1,0.10374642824452841,below
LTR31,0.059705958259009366,17.36074686034011,704.5392156862745,204,2.3096301674258988,LTR,ERV1,0.07700008544647392,below
LTR32,0.048121528549571996,16.315821383331095,620.8156424581006,895,2.951823035315912,LTR,ERVL,0.035682335774752515,above
LTR33,0.05831396412264874,32.495766305968836,565.2700788453828,7483,3.8740757452230348,LTR,ERVL,0.011823315900742048,above
LTR33A,0.04722441422876104,31.66758787930396,609.8128994770482,1721,3.2357808703275603,LTR,ERVL,0.02539519189010678,above
LTR33A_v,0.0746113793724595,31.266945721075793,598.4494470774092,1266,3.1024337056813365,LTR,ERVL,0.029792886079175677,above
LTR33B,0.04199939160233307,31.645484503577418,603.2831125827814,1208,3.082066934285113,LTR,ERVL,0.030528567889525543,above
LTR33C,0.05250602403550101,29.335783623944263,840.6325301204819,664,2.8221680793680175,LTR,ERVL,0.04167673815031504,above
LTR34,0.05757368545216963,19.644954158492617,901.8682926829268,205,2.311753861055754,LTR,ERV1,0.07680448252909798,below
LTR35,0.08375407711712576,14.41982883313127,1344.611111111111,72,1.8573324964312685,LTR,ERV1,0.13235886159836002,below
LTR35A,0.09137082743980385,12.167198199135258,1254.1904761904761,63,1.7993405494535817,LTR,ERV1,0.14187872238949914,below
LTR35B,0.09864072315354677,21.85375758005794,745.7396449704142,169,2.2278867046136734,LTR,ERV1,0.08492001452659027,above
LTR36,0.05276410571559829,16.686220159494756,717.7359050445103,337,2.5276299008713385,LTR,ERV1,0.05930597413791036,below
LTR37-int,0.07720968849391373,27.282908178384073,4761.574209245742,411,2.6138418218760693,LTR,ERV1,0.0534878516985752,above
LTR37A,0.033834758680711015,23.87825995853808,785.6305897602074,1543,3.188365926063148,LTR,ERV1,0.026879091315985253,above
LTR37B,0.045871110974444504,27.6261740389509,931.5032258064516,1395,3.144574207609616,LTR,ERV1,0.028326507081338603,above
LTR38,0.06814728002224002,23.358474737128365,942.8256410256411,195,2.290034611362518,LTR,ERV1,0.07882860443245794,below
LTR38-int,0.1696727621265073,21.995609821716045,3097.593220338983,59,1.7708520116421442,LTR,ERV1,0.14680317051339198,above
LTR38A1,0.08494078997983821,20.3935370189061,900.015873015873,126,2.100370545117563,LTR,ERV1,0.09893215413208639,below
LTR38B,0.06212312786653289,18.121432744852704,856.5534591194969,159,2.2013971243204513,LTR,ERV1,0.0876574031557945,below
LTR38C,0.08447857399148034,14.315635576328,898.625,80,1.9030899869919435,LTR,ERV1,0.12530039608776747,below
LTR39,0.0450193299730949,16.196284315303025,1137.0753701211306,743,2.8709888137605755,LTR,ERV1,0.039309676098985065,above
LTR39-int,0.17659190483044948,26.116168129825397,8711.787709497206,179,2.2528530309798933,LTR,ERV1,0.08241833438791162,above
LTR3A,0.07601264965422004,8.36181952143447,1782.8492063492063,126,2.100370545117563,LTR,ERVK,0.09893215413208639,below
LTR3B,0.10984767177988328,8.694146896874532,1728.2125,80,1.9030899869919435,LTR,ERVK,0.12530039608776747,below
LTR3B_v,0.09382683724511051,9.277311532286447,654.7766990291262,206,2.3138672203691533,LTR,ERVK,0.07661032471878337,above
LTR4,0.12411953271697175,15.408274987712046,1389.6195652173913,92,1.9637878273455553,LTR,ERV1,0.11651468404882515,above
LTR40A1,0.0579342904388197,28.130672574014266,673.4611650485436,412,2.6148972160331345,LTR,ERVL,0.05342028364621731,above
LTR40a,0.05499120456197572,26.247679966852218,777.5588235294117,1564,3.1942367487238292,LTR,ERVL,0.02669075444326983,above
LTR40b,0.04630960855305096,24.272369210894492,760.6906392694063,876,2.9425041061680806,LTR,ERVL,0.03608282640058035,above
LTR40c,0.05937027305084508,25.191290181555072,677.4795918367347,588,2.7693773260761385,LTR,ERVL,0.04439693451346578,above
LTR41,0.05819844392536314,24.7394793155317,968.1487935656836,746,2.8727388274726686,LTR,ERVL,0.03922736984933603,above
LTR41B,0.05879897432114822,26.219075608488268,971.3405017921147,558,2.7466341989375787,LTR,ERVL,0.045622899632067594,above
LTR41C,0.046823974261858844,26.147880314138263,898.965811965812,585,2.7671558660821804,LTR,ERVL,0.044515215780639154,above
LTR42,0.0722502532532915,17.5423639594835,658.1481481481482,243,2.385606273598312,LTR,ERVL,0.07030273168444907,above
LTR43,0.06927140918943717,12.884151447459338,1172.5719696969697,264,2.4216039268698313,LTR,ERV1,0.067336104877165,above
LTR43-int,0.2391824366174699,18.04389165087184,5863.518518518518,27,1.4313637641589874,LTR,ERV1,0.22045375736918307,above
LTR43B,0.09428894489690073,15.491119110397907,899.390625,192,2.2833012287035497,LTR,ERV1,0.07946688820894943,above
LTR44,0.1327590996620575,15.444282599856175,632.3443708609271,151,2.1789769472931693,LTR,ERV1,0.09004310008915549,above
LTR45,0.07580378826031717,16.512546668433693,625.5488721804511,133,2.123851640967086,LTR,ERV1,0.09618864506773227,below
LTR45B,0.05715457643570437,15.201126153996322,669.7214076246335,341,2.5327543789924976,LTR,ERV1,0.05894309529014587,below
LTR45C,0.07993041183041007,16.16991826977534,719.6070460704607,369,2.56702636615906,LTR,ERV1,0.05657262167424731,above
LTR46,0.08459383946653012,13.131541969239727,1228.1833333333334,180,2.255272505103306,LTR,ERV1,0.08217985007122593,above
LTR46-int,0.20154600301659123,16.186103025775648,7164.555555555556,18,1.255272505103306,LTR,ERV1,0.27221311955888344,below
LTR47A,0.04545688354609803,14.467804987127597,630.204502814259,533,2.7267272090265724,LTR,ERVL,0.04672373557338929,below
LTR47A2,0.07520731876924285,14.054226867747092,945.7765363128492,179,2.2528530309798933,LTR,ERVL,0.08241833438791162,below
LTR47B,0.12735683046704918,13.970197819149726,597.4705882352941,34,1.5314789170422551,LTR,ERVL,0.1955436100020325,below
LTR47B2,0.08252405889236644,14.365196907510263,834.1958041958042,143,2.155336037465062,LTR,ERVL,0.09262905550953823,below
LTR47B3,0.09414697471863585,16.024064224735273,948.7530864197531,81,1.9084850188786497,LTR,ERVL,0.1244933740595808,below
LTR47B4,0.09286468490085889,13.378667029627534,783.5494505494505,91,1.9590413923210936,LTR,ERVL,0.11717892404068805,below
LTR48,0.04414486325438418,20.738392789300516,985.4749642346209,699,2.8444771757456815,LTR,ERV1,0.040577900885765565,above
LTR48B,0.0392999017834834,21.695797725904185,945.638014527845,826,2.916980047320382,LTR,ERV1,0.03720291541674486,above
LTR49,0.03995675601744442,18.589846535531905,1153.4059139784947,1116,3.04766419460156,LTR,ERV1,0.03181274532006055,above
LTR49-int,0.0846279162157172,18.680009453323706,7122.579113924051,632,2.800717078282385,LTR,ERV1,0.04276136135135232,above
LTR5,0.09467538206750756,7.47111888459585,1115.9420849420849,259,2.413299764081252,LTR,ERVK,0.06800915966028766,above
LTR50,0.05696906871270178,28.567432924736426,881.6861948955916,1724,3.236537261488694,LTR,ERVL,0.02537219605882141,above
LTR51,0.055611489715474714,15.585964058397519,734.4702194357367,319,2.503790683057181,LTR,ERV1,0.061023687797930416,below
LTR52,0.04845004402119616,25.748094919666254,827.127427184466,824,2.9159272116971158,LTR,ERVL,0.037249857080949446,above
LTR52-int,0.11152047905088622,26.87951377778945,4294.969696969697,66,1.8195439355418688,LTR,ERVL,0.13848686218482364,below
LTR53,0.06428004944763735,21.52298014514143,982.4859813084112,428,2.6314437690131722,LTR,ERVL,0.05237203690854256,above
LTR53-int,0.11080590759242426,25.58191620699443,4270.376344086021,93,1.968482948553935,LTR,ERVL,0.11586132964877105,below
LTR53B,0.07780907525084797,20.65930913259615,636.2647058823529,170,2.230448921378274,LTR,ERVL,0.08465981669861429,below
LTR54,0.042857446472893676,17.51555323630401,595.3774131274131,1036,3.0153597554092144,LTR,ERV1,0.03306773307385352,above
LTR54B,0.05015440916284914,18.981622756691188,578.06456241033,697,2.8432327780980096,LTR,ERV1,0.04063842372631991,above
LTR55,0.04615061074353859,22.361499139986343,656.226586102719,331,2.519827993775719,LTR,ERVL,0.0598627437102641,below
LTR56,0.025346688863404732,19.154840963438797,614.0781456953642,755,2.8779469516291885,LTR,ERV1,0.03898344071362508,below
LTR57,0.06357122082949496,14.977049333383267,870.8814432989691,194,2.287801729930226,LTR,ERVL,0.07903969784018965,below
LTR57-int,0.07735441679959769,19.626497301881702,5494.15625,288,2.459392487759231,LTR,ERVL,0.06435647224325643,above
LTR58,0.12496142511444724,15.608687454657831,999.2075471698113,53,1.7242758696007892,LTR,ERV1,0.15522502942202165,below
LTR59,0.09689143436173984,15.323842280992844,1206.25,96,1.9822712330395684,LTR,ERV1,0.11396370790030995,below
LTR5A,0.06130049029516357,5.014431727093668,1541.5923753665688,341,2.5327543789924976,LTR,ERVK,0.05894309529014587,above
LTR5B,0.07596067474882895,8.212777818454818,1331.5817694369973,373,2.571708831808688,LTR,ERVK,0.056256241329151885,above
LTR5_Hs,0.1316922443518005,3.7866023618146296,1156.7652173913043,345,2.537819095073274,LTR,ERVK,0.05858663007199377,above
LTR60,0.2768207282913165,14.651828432135227,681.6571428571428,35,1.5440680443502757,LTR,ERV1,0.19261739657883398,above
LTR60B,0.09802946215849029,18.865009407331385,895.6865671641791,201,2.303196057420489,LTR,ERV1,0.07759574559884129,above
LTR61,0.0911103009253153,10.973771375180162,2108.7563025210084,119,2.075546961392531,LTR,ERV1,0.10191765232917757,below
LTR62,0.04944391953055225,14.678024788710175,843.0565217391304,230,2.361727836017593,LTR,ERVL,0.07234234542456516,below
LTR64,0.04976518943408468,17.49334324238538,693.7480620155038,258,2.41161970596323,LTR,ERV1,0.0681461448998343,below
LTR65,0.07954525059908993,25.052868057860557,718.5694050991501,353,2.5477747053878224,LTR,ERV1,0.05789220488802794,above
LTR66,0.11022674118005107,9.751324587971501,1225.15770609319,279,2.4456042032735974,LTR,ERVL,0.06542808691691586,above
LTR67B,0.035878287151165415,32.05018222307707,692.0526127415891,2794,3.446226401778163,LTR,ERVL,0.019737280051198836,above
LTR68,0.0671941599846133,28.401833931830055,772.7896551724137,290,2.462397997898956,LTR,ERV1,0.06412522620524376,above
LTR69,0.09113637034335416,17.804182948370453,604.475,120,2.0791812460476247,LTR,ERVL,0.10147499635861963,below
LTR6A,0.07506487677519978,12.431249535736445,1322.0690789473683,304,2.482873583608754,LTR,ERV1,0.0625717797676776,above
LTR6B,0.0603906912131694,4.183848002829158,1006.027027027027,148,2.1702617153949575,LTR,ERV1,0.09098790365728494,below
LTR70,0.08566032720049647,15.235703392090466,1819.6601941747572,103,2.012837224705172,LTR,ERV1,0.10986712224398579,below
LTR71A,0.0707300158208903,8.229424208486897,1610.7795275590552,127,2.103803720955957,LTR,ERV1,0.09852619347168126,below
LTR71B,0.05391588623853784,10.327206097280321,1138.5182926829268,164,2.214843848047698,LTR,ERV1,0.08625698924496052,below
LTR72,0.1167851725355709,14.06954240603085,615.008547008547,117,2.0681858617461617,LTR,ERV1,0.10282015961483727,above
LTR72B,0.07341271620854073,14.298461473423918,639.762962962963,135,2.130333768495006,LTR,ERV1,0.09544477028060441,below
LTR73,0.06287328159109928,17.562297870839693,743.6477987421383,159,2.2013971243204513,LTR,ERV1,0.0876574031557945,below
LTR75,0.06669385135988969,23.22403619187675,695.2339449541284,218,2.3384564936046046,LTR,ERVL,0.07438702412417104,below
LTR75B,0.08108084968381905,25.032167488656857,621.3387978142076,183,2.2624510897304293,LTR,ERVL,0.0814763199928858,below
LTR75_1,0.11103115296748424,18.500240393276854,763.6195652173913,92,1.9637878273455553,LTR,ERV1,0.11651468404882515,below
LTR76,0.13650349259864472,12.087331980158083,894.2814371257485,167,2.2227164711475833,LTR,ERV1,0.0854474987387879,above
LTR77,0.10684523290321825,13.167720187114265,830.9468085106383,94,1.9731278535996986,LTR,ERV1,0.11521856824721038,below
LTR78,0.050800617473764936,35.03818893845798,1375.532811968718,2941,3.468495024507069,LTR,ERV1,0.0192178222957396,above
LTR78B,0.03552419133066561,34.05628483573713,1368.5113035113036,2079,3.317854489331469,LTR,ERV1,0.023017626881023344,above
LTR79,0.03812530964319062,34.38361989129828,557.5424757281553,3296,3.5179872030250783,LTR,ERVL,0.01811175679025506,above
LTR7B,0.048361722538504764,4.52549409112835,1680.168503937008,635,2.8027737252919755,LTR,ERV1,0.042656159536503355,above
LTR7C,0.1122101143674719,10.50309308664552,1677.721264367816,348,2.5415792439465807,LTR,ERV1,0.05832337806954095,above
LTR7Y,0.2180473372781065,1.7037058260928253,2751.96,175,2.2430380486862944,LTR,ERV1,0.08339290328276516,above
LTR8,0.04244956828797125,13.214743497495384,1059.0979716800612,2613,3.4171394097273255,LTR,ERV1,0.02043699503052547,above
LTR80A,0.060779345435652776,29.529969719329067,688.4075235109718,319,2.503790683057181,LTR,ERVL,0.061023687797930416,below
LTR80B,0.05863995890217755,30.78829061629659,661.0123152709359,406,2.6085260335771943,LTR,ERVL,0.05382947861016128,above
LTR81,0.08420394548965648,33.797392244668956,1274.2443438914027,221,2.3443922736851106,LTR,Gypsy,0.07386006516117083,above
LTR81A,0.035289833175442556,31.640075832097608,1400.5364120781528,563,2.7505083948513462,LTR,Gypsy,0.04541169482154822,below
LTR81AB,0.0915675634833739,30.267727035945615,639.4979919678715,249,2.3961993470957363,LTR,Gypsy,0.06941641887255139,above
LTR81B,0.032697883179452346,31.7343935825355,1435.4473684210527,836,2.9222062774390163,LTR,Gypsy,0.03697077321955733,below
LTR81C,0.054039141116694084,33.75358727016002,1223.3287937743191,514,2.710963118995276,LTR,Gypsy,0.04761428742533959,above
LTR82A,0.05028938566286082,30.72079040114208,1039.1813031161473,706,2.8488047010518036,LTR,ERVL,0.04036812717244597,above
LTR82B,0.05147001852359338,32.95510182174293,1007.4128943758574,729,2.8627275283179747,LTR,ERVL,0.03970055692790096,above
LTR83,0.052963316851839894,33.059259075805976,928.7420718816068,473,2.6748611407378116,LTR,ERVL,0.04971824858830863,above
LTR84a,0.0508139752883977,35.160294582793846,904.8548752834467,441,2.6444385894678386,LTR,ERVL,0.05156323791469133,below
LTR84b,0.03020676976922639,34.878418524895736,885.8325183374083,818,2.912753303671323,LTR,ERVL,0.03739172746771528,below
LTR85a,0.035412455270910484,32.84710613312632,762.2047872340426,1504,3.1772478362556233,LTR,Gypsy,0.02723941042367698,above
LTR85b,0.03261331161883718,33.60946510839646,832.6552106430155,902,2.9552065375419416,LTR,Gypsy,0.03553802881868341,below
LTR85c,0.034463904274603004,34.05156179934613,893.3530726256984,895,2.951823035315912,LTR,Gypsy,0.035682335774752515,below
LTR86A1,0.06464048049011459,33.72858882212525,570.2336683417085,398,2.5998830720736876,LTR,ERVL,0.054389595267352674,above
LTR86A2,0.07145156878287587,32.96264464243592,574.0470588235294,255,2.406540180433955,LTR,ERVL,0.06856198962338536,above
LTR86B1,0.07078592175013891,32.27326475287584,545.6141078838174,241,2.3820170425748683,LTR,ERVL,0.07060559892792777,above
LTR86B2,0.0825926469303469,33.98046634353819,533.8883720930232,215,2.3324384599156054,LTR,ERVL,0.07492512350096624,above
LTR86C,0.08449032227700859,35.17266442657875,699.3507109004739,211,2.3242824552976926,LTR,ERVL,0.07566060609198548,above
LTR87,0.05872162566223698,28.869977834488832,695.5522088353414,498,2.6972293427597176,LTR,ERVL,0.04840396600238764,above
LTR88a,0.03880291940901291,32.06590419125789,845.0107033639143,654,2.815577748324267,LTR,Gypsy,0.04200700337968981,below
LTR88b,0.04658291818765357,34.41738321734045,866.3914930555555,1152,3.061452479087193,LTR,Gypsy,0.03129169727506219,above
LTR88c,0.043413437763346885,35.28954713252183,886.7772151898735,790,2.8976270912904414,LTR,Gypsy,0.03807531273407461,above
LTR89,0.03691952054039118,34.90741712705201,907.3324905183313,791,2.8981764834976764,LTR,ERVL,0.038050267209514856,below
LTR89B,0.040309505193779585,33.25323713626174,789.4519572953736,562,2.749736315569061,LTR,ERVL,0.045453707171094364,below
LTR8A,0.03624549973177073,15.993218762938557,962.8985374771481,1094,3.039017321997412,LTR,ERV1,0.03214392100208546,above
LTR8B,0.037615000198992256,17.187507758882287,1011.177700348432,1148,3.059941888061955,LTR,ERV1,0.03134836247567102,above
LTR9,0.04203931361964155,11.170755104892105,1337.858843537415,588,2.7693773260761385,LTR,ERV1,0.04439693451346578,below
LTR9A1,0.06662178188917857,11.446993585697586,1043.1256038647343,207,2.315970345456918,LTR,ERV1,0.0764175944014712,below
LTR9B,0.048797631869135286,11.097965246028611,1381.4621359223302,515,2.711807229041191,LTR,ERV1,0.04756617433572866,above
LTR9C,0.0928821938821436,13.461896485912112,1667.0396825396826,126,2.100370545117563,LTR,ERV1,0.09893215413208639,below
LTR9D,0.034894201914245325,13.6218915920489,969.7613065326633,796,2.900913067737669,LTR,ERV1,0.03792575783699074,below
Looper,0.11457396265955404,21.315296849128217,1798.5315315315315,333,2.5224442335063197,DNA,PiggyBac,0.05967546021456641,above
MADE1,0.015330978229185629,8.775312624406006,98.18490857584342,7766,3.890197386210029,DNA,TcMar-Mariner,0.011597210368805193,above
MADE2,0.017768699768013853,21.058082507520794,85.56209150326798,2754,3.439963935920905,DNA,TcMar-Mariner,0.01988587726362001,below
MARE10,0.07666736966240502,29.998611111111114,330.5542168674699,83,1.919078092376074,DNA,TcMar-Tigger,0.12292388780399345,below
MARE4,0.04890523686321338,29.489636944370506,164.7840909090909,352,2.546542663478131,DNA,hAT-Tip100,0.05797769418628981,below
MARE6,0.08967040797234857,36.776475788648746,1352.1456953642385,151,2.1789769472931693,LINE,L1-Tx1,0.09004310008915549,below
MARNA,0.02687488194388144,34.85306483442759,631.2410591471802,2908,3.463594402187,DNA,TcMar-Mariner,0.019330952572950477,above
MER101,0.07074300097509717,17.59050102933903,798.4946619217081,281,2.44870631990508,LTR,ERV1,0.0651854476768432,above
MER101-int,0.10968588008617698,19.151264506724985,7090.012738853503,314,2.496929648073215,LTR,ERV1,0.06152721065413489,above
MER101B,0.07572119105918425,21.295674148528875,806.7024390243903,205,2.311753861055754,LTR,ERV1,0.07680448252909798,below
MER102a,0.03353213260928177,30.531082710660492,494.37083333333334,2640,3.4216039268698313,DNA,hAT-Charlie,0.020328006916285633,above
MER102b,0.03161521950045932,29.21426254802431,423.39325842696627,2759,3.4407517004791854,DNA,hAT-Charlie,0.01986712366706207,above
MER102c,0.03226883133966404,30.563310458527035,395.2142857142857,2758,3.440594261839831,DNA,hAT-Charlie,0.019870870251374143,above
MER103C,0.02078056879578159,31.374204894062714,318.05057891529555,8205,3.914078585389112,DNA,hAT-Charlie,0.011270199413403873,above
MER104,0.03595183414831145,23.85137651427235,211.34183919114108,2077,3.317436496535099,DNA,TcMar-Tc2,0.023029153079386005,above
MER105,0.04534402954245659,23.9404707612277,215.62278106508876,676,2.829946695941636,DNA,hAT-Charlie,0.041290263130020585,above
MER106A,0.036421634079739015,23.68053190388944,278.3965517241379,580,2.7634279935629373,DNA,hAT-Charlie,0.04471441426404867,below
MER106B,0.05496494412711344,20.57352396018127,1099.7061728395063,810,2.9084850188786495,DNA,hAT-Charlie,0.03758336763681528,above
MER107,0.06186415311931364,8.923064039235436,207.55517241379312,290,2.462397997898956,DNA,hAT-Charlie,0.06412522620524376,below
MER110,0.04938203251196736,30.814325680170416,883.2653721682848,618,2.790988475088816,LTR,ERV1,0.04326252707021241,above
MER110-int,0.08204849045667649,32.98327729568905,5280.832535885167,209,2.320146286111054,LTR,ERV1,0.07603634727536057,above
MER110A,0.053015909619870384,26.593579689037398,819.3619909502263,442,2.645422269349092,LTR,ERV1,0.051502524549583865,above
MER112,0.024840546576568825,26.20239221499019,331.9955599407992,4054,3.60788374435699,DNA,hAT-Charlie,0.016262991960253454,above
MER113,0.03817350812979435,28.87821574769445,609.422603626943,3088,3.4896772916636984,DNA,hAT-Charlie,0.018736398522879286,above
MER113A,0.02541608019502035,26.87665572790955,361.3342289091886,1861,3.2697463731307668,DNA,hAT-Charlie,0.024382834752993854,above
MER115,0.06205554974569605,28.53781518918673,736.6885728298186,2039,3.30941722577814,DNA,hAT-Tip100,0.02325140635288714,above
MER117,0.028613133423452168,29.22880656650045,206.32635876499106,3919,3.5931752634781025,DNA,hAT-Charlie,0.016552025138354583,above
MER119,0.06334579128781202,21.43725217953275,638.7184466019418,927,2.967079734144497,DNA,hAT-Charlie,0.0350362365917031,above
MER11A,0.04802038776294315,5.745170276369741,1330.2206095791003,689,2.8382192219076257,LTR,ERVK,0.040883180182939564,above
MER11B,0.10062845628688623,6.4818573826198715,1234.19,100,2.0,LTR,ERVK,0.11156937486914276,below
MER11C,0.09748153247365532,8.53130097237556,1302.406708595388,1431,3.1556396337597765,LTR,ERVK,0.027953571194442094,above
MER11D,0.08242072817843586,3.859813211112317,1536.9525862068965,232,2.3654879848909,LTR,ERVK,0.0720172844429188,above
MER121,0.02560153334298545,28.98367675578774,401.9830687830688,945,2.975431808509263,DNA,hAT,0.034687507097720394,below
MER121B,0.1343384225397859,27.388030303030302,409.8888888888889,72,1.8573324964312685,DNA,hAT,0.13235886159836002,above
MER125,0.07407989091925764,29.594413793103453,175.61111111111111,162,2.2095150145426308,DNA,Merlin,0.08680926617137434,below
MER127,0.04633048695190863,29.971115950693978,361.21004566210047,219,2.3404441148401185,DNA,TcMar-Tigger,0.07421015231569644,below
MER132,0.2061439487468408,29.558125,177.94594594594594,37,1.568201724066995,DNA,TcMar-Pogo,0.18712964200485138,above
MER133A,0.12111149997550179,24.23616699132732,104.82142857142857,56,1.7481880270062005,DNA,PIF-Harbinger,0.15084259040615974,below
MER133B,0.12342918894643028,27.82417101147028,114.8529411764706,34,1.5314789170422551,DNA,PIF-Harbinger,0.1955436100020325,below
MER134,0.10131554762207279,27.709473684210526,511.47435897435895,78,1.8920946026904804,DNA,Crypton,0.12696138523458686,below
MER136,0.14025575237305288,26.180345161915845,316.8,30,1.4771212547196624,DNA,Merlin,0.20869749554415376,below
MER1A,0.03628255951063111,9.067475993935828,546.6951907131012,3015,3.47928731647617,DNA,hAT-Charlie,0.018971012528014763,above
MER1B,0.030817303251165773,10.099666985738098,361.78277080062793,5096,3.707229419327294,DNA,hAT-Charlie,0.014438606773227673,above
MER2,0.04256681849409884,15.352944836080413,420.6405050110634,7683,3.885530833188092,DNA,TcMar-Tigger,0.011662210279244635,above
MER20,0.02636441185282366,22.520566853122492,240.53388155797794,15687,4.1955398965493185,DNA,hAT-Charlie,0.008045035002876353,above
MER20B,0.030284877830612286,28.969054430512095,826.3661971830986,3266,3.5140161804006493,DNA,hAT-Charlie,0.018198103238078495,above
MER21-int,0.08296931625760164,21.627144626958632,4909.445427728613,339,2.530199698203082,LTR,ERVL,0.059123721098840974,above
MER21A,0.060095455659082975,15.944081535275233,1198.3806970509384,1119,3.04883008652835,LTR,ERVL,0.031768353422707625,above
MER21B,0.03923954913826633,17.941288329655727,1100.8236940298507,2144,3.3312247810207323,LTR,ERVL,0.02265196742955635,above
MER21C,0.04303982800967502,22.094398236156422,1117.0611342351717,3844,3.584783378996508,LTR,ERVL,0.016719227904279155,above
MER2B,0.027643246074030767,15.681399722539252,386.64501679731245,1786,3.2518814545525276,DNA,TcMar-Tigger,0.024910171095269076,above
MER3,0.029889998115544422,20.902656896108514,252.1777102330294,9870,3.9943171526696366,DNA,hAT-Charlie,0.010237527280528862,above
MER30,0.023151239567985815,8.227238345062613,263.5273416350839,3694,3.5674968911042226,DNA,hAT-Charlie,0.017068991822084285,above
MER30B,0.08199798361459101,9.873187063043536,240.5726872246696,227,2.3560258571931225,DNA,hAT-Charlie,0.07283807715508904,above
MER31-int,0.07573155634067795,22.783547678007412,5573.745874587459,303,2.481442628502305,LTR,ERV1,0.0626791100155581,above
MER31A,0.04210210219700536,18.553754672723066,725.7697777777778,1125,3.0511525224473814,LTR,ERV1,0.031680110064383676,above
MER31B,0.04450962430659946,21.86875598905513,705.6418039895924,1153,3.061829307294699,LTR,ERV1,0.031277577687610685,above
MER33,0.029702259713151456,20.115531620706477,413.2792046396023,7242,3.859858520480993,DNA,hAT-Charlie,0.01202636717487628,above
MER34,0.032003250129163115,26.00767178403784,792.6718322698268,1097,3.0402066275747113,LTR,ERV1,0.032098166855246205,below
MER34-int,0.06962923924941727,23.787979679345536,8624.876543209877,162,2.2095150145426308,LTR,ERV1,0.08680926617137434,below
MER34A,0.027442125087219812,23.113404054301757,894.243062200957,1045,3.019116290447073,LTR,ERV1,0.032919289084891654,below
MER34A1,0.03787662499221024,20.880425228146724,772.1510128913444,543,2.734799829588847,LTR,ERV1,0.046274162008674735,below
MER34B,0.0389788824849188,21.518653910259772,904.6829268292682,451,2.6541765418779604,LTR,ERV1,0.05096534440294213,below
MER34B-int,0.06591463237686433,20.293881902728398,6153.96875,320,2.505149978319906,LTR,ERV1,0.06092442093523444,above
MER34C,0.06434282864390758,25.492257736641864,801.0651162790698,215,2.3324384599156054,LTR,ERV1,0.07492512350096624,below
MER34C2,0.05578250937653484,19.049840164167616,927.3351063829788,376,2.575187844927661,LTR,ERV1,0.05602232091674045,below
