individual_name,average_abs_corr,average_abs_corr_random,average_divergence,count,log10_count,class_name,average_abs_corr_random_95_top,status_95
Kanga1c,0.05342229788320731,0.03003518373845421,234.474034620506,751,2.8756399370041685,DNA,0.03729148755987205,above
Kanga1d,0.05742626106772302,0.036943611735138986,230.04330708661416,508,2.7058637122839193,DNA,0.046068867761040105,above
Kanga2_a,0.035228989536610765,0.020797072832811337,250.26784214945425,1191,3.0759117614827773,DNA,0.029061827455027556,above
L1HS,0.03449616118834282,0.013926203481961266,19.574646074646076,1554,3.1914510144648953,LINE,0.025168129925071888,above
L1M,0.030556145168579067,0.026725491388755154,194.0625,784,2.8943160626844384,LINE,0.036434393526953615,below
L1M1,0.02573738185581415,0.01006284009187688,161.4067143643368,5451,3.7364761820276966,LINE,0.012768981824749458,above
L1M2,0.03477901391609782,0.00905381785375008,180.68906776488205,5342,3.727703883685354,LINE,0.012909203411581279,above
L1M2a,0.09193627861403335,0.0526544619251292,231.3,240,2.380211241711606,LINE,0.06910149540256882,above
L1M2a1,0.1477634241230351,0.08923607716797825,201.93421052631578,76,1.8808135922807914,LINE,0.12867997552236796,above
L1M2b,0.07606733098806619,0.07229424875465551,247.0421686746988,166,2.220108088040055,LINE,0.08434415675473848,below
L1M2c,0.06833480947993269,0.060165731877064296,212.98230088495575,226,2.3541084391474008,LINE,0.07138405210021394,below
L1M3,0.0328224386976297,0.009090276363947861,183.6441947565543,5340,3.727541257028556,LINE,0.01291181741778281,above
L1M3a,0.04694251455881038,0.050176477166210126,275.3359375,384,2.584331224367531,LINE,0.053594474926396775,below
L1M3b,0.07713316653932507,0.050029416679145455,249.62269938650306,326,2.513217600067939,LINE,0.05855595574236011,above
L1M3c,0.04367417546056819,0.03953188642523818,243.63409961685824,522,2.717670503002262,LINE,0.04539663053818982,below
L1M3d,0.05480891956475183,0.047221265989753104,263.84935064935064,385,2.5854607295085006,LINE,0.053519161215728396,above
L1M3de,0.10585235976441575,0.055606508464871564,241.2135922330097,206,2.3138672203691533,LINE,0.0750515334000155,above
L1M3e,0.07925737283434549,0.05236981090068044,239.61246612466124,369,2.56702636615906,LINE,0.05476167674867097,above
L1M3f,0.06026178168308911,0.046095272952748574,188.2942942942943,333,2.5224442335063197,LINE,0.05788716013120061,above
L1M4,0.07672295269340448,0.00957854909054556,198.11931940555675,9286,3.967828679330155,LINE,0.009573354456317004,above
L1M4a1,0.0629264113816732,0.02382467706504142,242.53875968992247,1290,3.110589710299249,LINE,0.027833805233373074,above
L1M4a2,0.06842654094818554,0.040014458530921226,233.0223266745006,851,2.929929560084588,LINE,0.0348542194356491,above
L1M4b,0.07134440881056188,0.0185160260104843,225.361833952912,1614,3.2079035303860515,LINE,0.02465784316542735,above
L1M4c,0.07144629020638853,0.026893603446405016,206.80449591280654,1468,3.166726055580052,LINE,0.025954920991326166,above
L1M5,0.03977692812964099,0.004377665311183295,251.2081264249352,32019,4.50540776414594,LINE,0.004902250396638517,above
L1M6,0.041702220682082326,0.015077861502912602,279.13822152886115,3205,3.5058280338548364,LINE,0.01701639463002529,above
L1M6B,0.054222076311327354,0.03530740797996229,280.2683486238532,436,2.639486489268586,LINE,0.05003773363009482,above
L1M7,0.07088448434351707,0.022127482246756425,268.28928136419,1642,3.215373152783422,LINE,0.024429595016633287,above
L1M8,0.07275961203791538,0.024432414595241612,258.036036036036,888,2.948412965778601,LINE,0.03406131425895092,above
L1MA1,0.08853644400279284,0.013336014171467552,104.82473498233216,2830,3.45178643552429,LINE,0.01820068774130803,above
L1MA10,0.026945757739928577,0.01584342975221072,193.82135416666668,3840,3.584331224367531,LINE,0.015431954492703,above
L1MA2,0.09168313260187756,0.008078697825108562,113.94826067811536,4542,3.6572471298837166,LINE,0.014092737375144954,above
L1MA3,0.0903447840839016,0.009254398640873268,119.91562220232767,4468,3.6501131644435714,LINE,0.014218464189249632,above
L1MA4,0.05271320680881798,0.010439249245598399,154.96662156066756,6651,3.8228869478341507,LINE,0.011466583302345313,above
L1MA4A,0.08024492236865328,0.018231910980544226,151.24426020408163,3136,3.496376054012401,LINE,0.01721782252539714,above
L1MA5,0.07892929504117038,0.016223308324565946,148.68627450980392,2448,3.3888114134735234,LINE,0.01968513253565187,above
L1MA5A,0.04926357344399646,0.018807182126206513,126.65262214253698,2231,3.348499570283838,LINE,0.02069831176726783,above
L1MA6,0.060630216348270184,0.013710564030149804,162.50046082949308,3255,3.512550992904211,LINE,0.016874559709730702,above
L1MA7,0.07029059627270397,0.007859624114313119,158.55231560891937,5830,3.765668554759014,LINE,0.012313229501169228,above
L1MA8,0.08343295344777223,0.009675589812310937,151.19632706602536,6861,3.836387419326411,LINE,0.011275461728817538,above
L1MA9,0.0455990916208613,0.008338000164682665,179.3793358714044,9456,3.97570746353718,LINE,0.009479907199824243,above
L1MB1,0.06122472781321205,0.016434075200279827,169.99178644763862,3409,3.5326270012288914,LINE,0.0164580117427942,above
L1MB2,0.0844286635672559,0.012082915162156297,161.73349633251834,4908,3.6909045540549665,LINE,0.013514401413674956,above
L1MB3,0.06371449264652962,0.007411608756678021,164.3112532931878,10628,4.02645154573824,LINE,0.008899524358480777,above
L1MB4,0.06977430492678252,0.009408719991153874,167.69115252397322,5527,3.7424894645817752,LINE,0.01267374285789517,above
L1MB5,0.05653906883875065,0.013253988645639482,182.70857142857142,5250,3.720159303405957,LINE,0.013031031454429307,above
L1MB7,0.052415760296152955,0.009022294732314673,181.6513432835821,10050,4.002166061756507,LINE,0.009172715852956871,above
L1MB8,0.07775080901973948,0.007630790282321307,182.8526258895595,11101,4.045362102653348,LINE,0.008692443391104783,above
L1MC,0.02676262659223612,0.00974836438444314,209.9146467785374,4827,3.683677298818692,LINE,0.013636552412073389,above
L1MC1,0.05742633440573904,0.009536236013237527,162.68550567874527,7396,3.8689969024871353,LINE,0.010826857256801813,above
L1MC2,0.06705098513418165,0.014295447799371629,169.24751897256274,3426,3.5347873586294916,LINE,0.01641380479894371,above
L1MC3,0.08651118107075398,0.008610193721273274,192.77311055590255,6404,3.8064513232472623,LINE,0.01170363477881747,above
L1MC4,0.05654720792090771,0.005072544310463207,231.57328850418486,13979,4.14547610488496,LINE,0.007673796865857193,above
L1MC4a,0.05712921429356891,0.010957951170922957,212.83279395900755,4635,3.666049738480516,LINE,0.013939134055588616,above
L1MC5,0.05702641832187174,0.008601478391659598,226.39695696604974,8807,3.9448279963432165,LINE,0.009851459862395898,above
L1MC5a,0.04735171496416665,0.00822729371196549,241.83899891614936,10149,4.006423252507643,LINE,0.00912422697574842,above
L1MCa,0.07231329374247636,0.012759642711837143,198.74106134738426,2657,3.4243915544102776,LINE,0.018832162342305683,above
L1MCb,0.07933622478640985,0.026183771010489628,225.25777414075287,1222,3.0870712059065353,LINE,0.028660846842509382,above
L1MCc,0.08334544089410882,0.02290852052527317,266.6842857142857,1400,3.146128035678238,LINE,0.02662913397356436,above
L1MD,0.04245426753261646,0.010992707764255346,227.01086510865107,4878,3.688241795977712,LINE,0.01355927802580766,above
L1MD1,0.06089333922021345,0.015254938659875258,186.16198786039453,2636,3.420945405921972,LINE,0.018913134850849774,above
L1MD2,0.054245124042902756,0.01147516105045424,208.8174546747245,5626,3.750199727829182,LINE,0.012552665546337953,above
L1MD3,0.07901139838458072,0.014135802708399231,198.6326318524292,3849,3.585347911094591,LINE,0.015412433373917105,above
L1MDa,0.06958437863556445,0.0178042667280322,221.9394054878049,2624,3.4189638307036225,LINE,0.01895985253748975,above
L1MDb,0.07085175719684898,0.03290894556597909,242.78654292343387,431,2.6344772701607315,LINE,0.05035076925756011,above
L1ME1,0.07853985487183528,0.0068641366992873,223.53384148493188,14169,4.151339200296363,LINE,0.007617985243096417,above
L1ME2,0.08588896034304327,0.009859629724116513,230.77365291043432,5549,3.744214724814166,LINE,0.012646549387585098,above
L1ME2z,0.04955503890611286,0.014693641662769744,209.81272447408926,3898,3.5908418347816027,LINE,0.01530737253848219,above
L1ME3,0.07274922764495895,0.013526146479095641,235.1827626918536,4235,3.6268534146667255,LINE,0.014636229737843759,above
L1ME3A,0.09540966827402657,0.008467171590291101,241.08049535603715,9044,3.956360553673322,LINE,0.009711022192162662,above
L1ME3B,0.06221073441072374,0.016021595457803597,254.73517681467695,3761,3.575303333422399,LINE,0.015606384684609875,above
L1ME3C,0.07713480184175603,0.017823918849269135,259.2797583081571,1655,3.2187979981117376,LINE,0.02432565015407869,above
L1ME3Cz,0.06689312275043036,0.008219522783218249,254.04073820915926,7315,3.8642143304613294,LINE,0.01089151626277385,above
L1ME3D,0.09370196890479482,0.020684029496759477,255.3807847082495,1988,3.2984163800612945,LINE,0.022030018614210348,above
L1ME3E,0.07530793510601012,0.01965811289038777,260.47582575394927,2089,3.3199384399803087,LINE,0.021447560621330027,above
L1ME3F,0.06017498347345223,0.020188789274476374,254.2999558888399,2267,3.3554515201265174,LINE,0.02051993640869206,above
L1ME3G,0.04808397612322866,0.006741484343432864,264.41370716510903,14445,4.159717546180215,LINE,0.007538934344624257,above
L1ME4a,0.03886009116591555,0.005542537419309084,251.40488962734395,21065,4.323561463462867,LINE,0.006147799074697317,above
L1ME4b,0.050354706014118095,0.007602666717207779,256.3825206251258,14909,4.173448514744314,LINE,0.007411150552425472,above
L1ME4c,0.021833500018665946,0.009800144397490381,262.282619775739,7848,3.894758994371892,LINE,0.010485106987119307,above
L1ME5,0.047367448635535894,0.017303025084006038,270.2078189300411,2430,3.385606273598312,LINE,0.019763841380773355,above
L1MEa,0.09505496438969208,0.06503885320948183,260.84180790960454,177,2.2479732663618064,LINE,0.08146824089759082,above
L1MEb,0.07681187646386446,0.01834064299789889,252.6265590608951,1363,3.1344958558346736,LINE,0.027017586594803657,above
L1MEc,0.06234220962931052,0.011351259479186231,241.75242575713025,6802,3.8326366275967034,LINE,0.011328238544886678,above
L1MEd,0.05873912931398884,0.008057061806640778,268.5321551953229,7526,3.8765642139838454,LINE,0.010725332655042283,above
L1MEf,0.08157344295099743,0.015585714275958881,241.0977964842783,4039,3.6062738531699883,LINE,0.015016079923866915,above
L1MEg,0.05754326281916281,0.014707197759030196,260.8957281553398,5150,3.711807229041191,LINE,0.013167240060838593,above
L1MEg1,0.09817013598256576,0.04093525064991633,281.6379690949227,453,2.656098202012832,LINE,0.049013497745900886,above
L1MEg2,0.09382810587681761,0.04451282930261857,282.8069705093834,373,2.571708831808688,LINE,0.05444336169288618,above
L1MEh,0.05148833238793333,0.022986724594619905,266.4903397734843,1501,3.1763806922432702,LINE,0.025644808330580776,above
L1MEi,0.0401874194486375,0.015702960901199933,267.3939504373178,2744,3.438384107034714,LINE,0.01850693191421832,above
L1MEj,0.04897745297444781,0.023364667308218647,274.5812449474535,1237,3.0923696996291206,LINE,0.028472403358079136,above
L1P,0.05605279896181296,0.06669015601103985,87.21854304635761,151,2.1789769472931693,LINE,0.08877579039539829,below
L1P1,0.07133810062718876,0.015603330156394365,57.64772326156018,2833,3.452246574520437,LINE,0.01819026399404714,above
L1P2,0.034395839119172274,0.021022747132230808,69.94569288389513,1068,3.0285712526925375,LINE,0.030826192787348626,above
L1P3,0.039590369162713315,0.010570462752824904,90.76590909090909,3080,3.4885507165004443,LINE,0.017386388545269128,above
L1P3b,0.10027946134415497,0.07587284349652024,145.63291139240508,79,1.8976270912904414,LINE,0.12601433226704206,below
L1P4,0.03618307363121957,0.014765525556210147,146.52094886013555,3246,3.511348515490213,LINE,0.01689984139055012,above
L1P4a,0.06404313905271475,0.04282366084117082,183.8989898989899,297,2.4727564493172123,LINE,0.0615812314177069,above
L1P4b,0.10519682761814501,0.0868268061549302,234.65346534653466,101,2.0043213737826426,LINE,0.11033937907410019,below
L1P4c,0.17766185758748418,0.15540341822679332,220.17777777777778,45,1.6532125137753437,LINE,0.1708340327255841,above
L1P4d,0.09503596164815747,0.08981373741578519,211.90588235294118,85,1.9294189257142929,LINE,0.12112398661319464,below
L1P4e,0.09284718323867029,0.0699081880957822,205.88235294117646,153,2.184691430817599,LINE,0.0881464314677784,above
L1P5,0.034575383892486475,0.036802835863341,124.40284360189574,633,2.801403710017355,LINE,0.04090243484771394,below
L1PA10,0.06501900795542363,0.01193436806625857,103.97919532324622,5816,3.7646243978509815,LINE,0.01232924688311263,above
L1PA11,0.0743478251855808,0.014100945645413088,104.41570818271443,3043,3.483301952358167,LINE,0.01750037615441618,above
L1PA12,0.12290009186930395,0.018770886942482752,129.2093023255814,1290,3.110589710299249,LINE,0.027833805233373074,above
L1PA13,0.07636876058561406,0.012428921502647272,111.1893775162589,6458,3.810098040681143,LINE,0.01165061854938581,above
L1PA14,0.08329046054184826,0.01767939073181731,110.33018092105263,2432,3.385963570600697,LINE,0.01975505165038801,above
L1PA15,0.07861472321401418,0.00893528855060733,138.18575967108953,5351,3.728434950974255,LINE,0.012897459016942328,above
L1PA15-16,0.05331719126901824,0.03610632519736477,191.43115438108484,719,2.8567288903828825,LINE,0.0381799092709244,above
L1PA16,0.06627332768983372,0.00868559261553179,141.57370517928288,9287,3.967875445548033,LINE,0.009572797071364169,above
L1PA17,0.08379837413147262,0.011724797259244598,159.98246656760773,3365,3.5269850685599957,LINE,0.016574023737292932,above
L1PA2,0.021029888339276808,0.010473470287354372,23.108265174343522,4646,3.6670792054642165,LINE,0.01392127981462914,above
L1PA3,0.025159783168005656,0.009268560232093073,31.171682464454975,8440,3.926342446625655,LINE,0.010080816652203041,above
L1PA4,0.041844906356081554,0.00832971197054823,39.3529138827023,10776,4.03245758271493,LINE,0.008833225877050172,above
L1PA5,0.04197711974738135,0.0074550889478978925,48.210164271047226,9740,3.9885589568786157,LINE,0.009329433910571044,above
L1PA6,0.03670916143208588,0.011215590218834809,64.18206833295116,4361,3.6395860866734266,LINE,0.014406041833354697,above
L1PA7,0.04539385540126386,0.008836625529447709,68.40253691408185,10091,4.003934206173708,LINE,0.009152545697565323,above
L1PA8,0.029964403518405475,0.010145921612467584,77.84079133301931,6369,3.8040712488856614,LINE,0.011738366505630076,above
L1PA8A,0.03807960685011066,0.020181615929863228,94.24602203182374,1634,3.2132520521963968,LINE,0.02449419352223309,above
L1PB,0.06755046427486855,0.021912682961427527,124.86120749479528,1441,3.1586639808139894,LINE,0.02621675092500389,above
L1PB1,0.06381099123183405,0.009417225451524795,99.7974930362117,7180,3.8561244442423,LINE,0.011001769455809095,above
L1PB2,0.08335090142333354,0.018842363808645176,113.16007714561235,2074,3.316808752053022,LINE,0.021531293634962492,above
L1PB3,0.08402547223160341,0.013789287605535475,132.29284750337382,2223,3.3469394626989906,LINE,0.02073855406041905,above
L1PB4,0.03960488201658529,0.011398565329121499,163.0681517840287,5297,3.7240299729355977,LINE,0.01296838588793979,above
L1PBa,0.06485729874849783,0.01917116330835276,161.973474801061,1131,3.053462604925455,LINE,0.02988554352289902,above
L1PBa1,0.04783364320318763,0.04327809189270482,120.50755287009063,331,2.519827993775719,LINE,0.05807601943056537,below
L1PBb,0.07586990016402512,0.07064466397301286,192.10071942446044,139,2.143014800254095,LINE,0.09284087519350537,below
L1PREC2,0.04948070066157856,0.01063480432898848,132.66135702251492,6529,3.814846668604463,LINE,0.01158194247741474,above
L2,0.047314676186881725,0.0041936906902757505,315.98964738501445,44723,4.650530928146397,LINE,0.004091923348350147,above
L2-1_AMi,0.023847389762880384,0.032650335551070754,297.59200968523004,826,2.916980047320382,LINE,0.035420700862566566,below
L2-1_Crp,0.07301733281861737,0.048784309421507834,271.5736040609137,197,2.294466226161593,LINE,0.07688642374443364,below
L2-2_Mam,0.04606213713267624,0.04054091788121051,273.2493368700265,377,2.576341350205793,LINE,0.05413026287920435,below
L2a,0.05105830775614724,0.0029198099509566322,276.1558333013104,104092,5.01741735305172,LINE,0.00259150608785488,above
L2b,0.045148254271638745,0.003143990826555172,294.4814408582015,74761,4.873675101850418,LINE,0.0030993710899527545,above
L2c,0.04100381383944886,0.0025310843901822535,298.6011485070566,86373,4.936378004243094,LINE,0.002866620208588979,above
L2d,0.031996136630518014,0.006805789939610816,300.64241100677003,22895,4.359740647863716,LINE,0.00587702589485062,above
L2d2,0.0330174434626485,0.004559515693176717,299.794611975789,37008,4.568295615426544,LINE,0.004533066290213522,above
L3,0.04290573830295313,0.004412094382224366,305.185640818796,29751,4.473501567953073,LINE,0.005100903995773974,above
L3b,0.0300437984555891,0.0067828264709146845,298.01921364041226,7859,3.895367288773362,LINE,0.01047716930446101,above
L4_A_Mam,0.061461483951014285,0.0095249062384102,283.47415933197925,4431,3.646501750031612,LINE,0.014282537650238293,above
L4_B_Mam,0.0547193772237574,0.01698576841868354,286.3608204269569,2389,3.378216149749878,LINE,0.019946522615137338,above
L4_C_Mam,0.050894062710614,0.013548518409979834,283.8132512459689,3411,3.5328817194073974,LINE,0.016452793312496675,above
L5,0.03836990061433728,0.02726353242624203,272.86046511627904,559,2.747411807886423,LINE,0.043746420919410806,below
LFSINE_Vert,0.04999643646879754,0.01958256526229792,294.2382133995037,1612,3.2073650374690716,SINE,0.02467437998712432,above
LOR1-int,0.05624657603639316,0.04715719742316465,159.2231884057971,345,2.537819095073274,LTR,0.05678963465077803,below
LOR1a,0.06735393676447862,0.032827243638551495,148.13497822931785,689,2.8382192219076257,LTR,0.03906996762622241,above
LOR1b,0.05073891592639148,0.025095373008834604,136.15384615384616,845,2.926856708949692,LTR,0.034987817197004216,above
LTR06,0.10352064692726447,0.09259783999576592,168.49425287356323,87,1.9395192526186185,LTR,0.11961039598537672,below
LTR1,0.07181219812137438,0.05593007113593295,129.0093023255814,215,2.3324384599156054,LTR,0.07333615323354511,below
LTR101_Mam,0.04849858971666006,0.030386915269401,297.3352735739232,859,2.9339931638312424,LTR,0.03467832995193441,above
LTR102_Mam,0.039353715241620554,0.034858341176687055,233.88563049853371,341,2.5327543789924976,LTR,0.057148858574756066,below
LTR103_Mam,0.050743803759231945,0.032680219546654336,288.1671779141104,652,2.81424759573192,LTR,0.04025357764924645,above
LTR103b_Mam,0.033343291777731134,0.041619885349072155,279.0161870503597,556,2.7450747915820575,LTR,0.04387389076261804,below
LTR104_Mam,0.031199208384161167,0.01884819582484863,282.4401175606172,1361,3.133858125203335,LTR,0.027039046490416795,above
LTR105_Mam,0.07777817478325377,0.030962404046396025,291.83958333333334,480,2.681241237375587,LTR,0.04750298320766765,above
LTR106_Mam,0.05830227609749842,0.03812031109387162,241.3661670235546,467,2.6693168805661123,LTR,0.04821346796267522,above
LTR107_Mam,0.06704444710748542,0.04472982917239202,250.7787610619469,339,2.530199698203082,LTR,0.05733091505872823,above
LTR108a_Mam,0.09615970914044258,0.10906552639423236,232.47761194029852,67,1.8260748027008264,LTR,0.13775523957297525,below
LTR108b_Mam,0.13844162850705982,0.10423659624942906,221.77777777777777,36,1.5563025007672873,LTR,0.19274068610296935,below
LTR108c_Mam,0.17667946875993018,0.13722978702615043,253.21428571428572,28,1.4471580313422192,LTR,0.22079412917628777,below
LTR108d_Mam,0.11666799853539868,0.09120027182377083,268.5079365079365,63,1.7993405494535817,LTR,0.14241747548256045,below
LTR108e_Mam,0.10226618024429845,0.06187652428627082,254.33082706766916,133,2.123851640967086,LTR,0.09508252718672625,above
LTR109A2,0.17478015452679344,0.17978415055152347,195.36363636363637,22,1.3424226808222062,LTR,0.2515461140021004,below
LTR10A,0.07621683911049001,0.05599204181516919,123.34108527131782,258,2.41161970596323,LTR,0.0664515215902575,above
LTR10B,0.11792081488328555,0.12115861860692814,159.484375,64,1.806179973983887,LTR,0.14120992430140994,below
LTR10B1,0.06661194033119311,0.06719687167456967,142.9391891891892,148,2.1702617153949575,LTR,0.08974429709760959,below
LTR10B2,0.1097673705799403,0.07417010106379833,176.36,100,2.0,LTR,0.11093461871607616,below
LTR10C,0.07557944028665677,0.03776584722481707,87.06896551724138,435,2.6384892569546374,LTR,0.05009989703146619,above
LTR10D,0.061288771956407084,0.0527357494485284,94.35220125786164,159,2.2013971243204513,LTR,0.08633203761794037,below
LTR10E,0.06947580358942514,0.04672471217885724,128.6551724137931,203,2.307496037913213,LTR,0.07564922087808364,below
LTR10F,0.05152247764994632,0.03640636035022791,75.80891719745223,314,2.496929648073215,LTR,0.059755508978932656,below
LTR10G,0.11628193510138878,0.08121507225139511,125.74074074074075,81,1.9084850188786497,LTR,0.124322312951143,below
LTR12,0.04715590461525959,0.03437291058549371,96.7809076682316,639,2.8055008581584002,LTR,0.04069432392266265,above
LTR12B,0.1279164399493,0.07479463945742305,98.45669291338582,127,2.103803720955957,LTR,0.09748562828150324,above
LTR12C,0.06274754122636758,0.01687437161738285,92.51444223107569,2008,3.3027637084729817,LTR,0.021911104353474747,above
LTR12D,0.0442174154316438,0.036190213564482834,109.1914191419142,606,2.782472624166286,LTR,0.041877927461849464,above
LTR12E,0.0687809481238279,0.025404683209847415,108.38171140939598,1192,3.076276255404218,LTR,0.029048642276621035,above
LTR12F,0.11189730062597016,0.037615464154306624,113.22134387351778,506,2.7041505168397992,LTR,0.04616723464003205,above
LTR12_v,0.03964320847747709,0.03344367605564911,101.83333333333333,666,2.823474229170301,LTR,0.03979382210715257,below
LTR13,0.07916097424624995,0.05031141017221285,69.92746113989638,386,2.586587304671755,LTR,0.05344414829485198,above
LTR13A,0.09905612463155165,0.07438370280751935,70.14375,160,2.204119982655925,LTR,0.08603987005600872,above
LTR13_v,0.17118471947410194,0.08709272399420448,81.31645569620254,79,1.8976270912904414,LTR,0.12601433226704206,above
LTR14,0.14023072040810527,0.09656872052689985,87.42105263157895,76,1.8808135922807914,LTR,0.12867997552236796,above
LTR14A,0.10317812044283836,0.10904606399065161,69.83035714285714,112,2.0492180226701815,LTR,0.1043409997042565,below
LTR14B,0.08537820695140774,0.04941133106290476,94.25,296,2.4712917110589387,LTR,0.06169363380066627,above
LTR14C,0.09061300887165333,0.08316978898779591,81.55045871559633,109,2.037426497940624,LTR,0.10588407602952915,below
LTR15,0.09340078282683975,0.059438611813148974,78.84415584415585,231,2.3636119798921444,LTR,0.07054441640682259,above
LTR16,0.06802412183151016,0.013642819451850977,275.84849638370764,2627,3.4194600727860704,LTR,0.018948142297017478,above
LTR16A,0.053129827823626796,0.012768645862596654,277.78305288461536,3328,3.5221833176186865,LTR,0.016673403469787133,above
LTR16A1,0.05545980949300713,0.01941906252044067,262.45714285714286,2170,3.3364597338485296,LTR,0.021010909588005732,above
LTR16A2,0.05227852254352596,0.019771139603424873,269.8677685950413,1573,3.196728722623287,LTR,0.025003297881321336,above
LTR16B,0.08139343093504735,0.03220106184411657,265.04067796610167,590,2.7708520116421442,LTR,0.042488209862391,above
LTR16B1,0.061921044217437125,0.02907851454821037,270.59448818897636,1016,3.0068937079479006,LTR,0.03166947899247917,above
LTR16B2,0.05691220717204357,0.021184881268848644,263.78468899521533,1254,3.0982975364946976,LTR,0.028263045092619732,above
LTR16C,0.05053055815698453,0.00848784486754299,275.25050136736553,5485,3.73917663191073,LTR,0.012726123617622216,above
LTR16D,0.05043570356228082,0.030350767107487256,283.95204081632653,980,2.991226075692495,LTR,0.03229329745532718,above
LTR16D1,0.09208928364414269,0.06673073848356262,290.27777777777777,144,2.1583624920952498,LTR,0.0910837184918222,above
LTR16D2,0.08661833340146687,0.05860321612028846,298.8680203045685,197,2.294466226161593,LTR,0.07688642374443364,above
LTR16E1,0.05494374366882514,0.016237401049584734,285.586432160804,1990,3.2988530764097064,LTR,0.022018044379577193,above
LTR16E2,0.050719717664897294,0.021501959530057818,307.01157662624036,1814,3.2586372827240764,LTR,0.02314852849134564,above
LTR17,0.05778225957154113,0.03419119139673595,77.17357910906298,651,2.8135809885681917,LTR,0.040286999149259164,above
LTR18A,0.09177974182079474,0.06644544347483082,155.3768115942029,138,2.1398790864012365,LTR,0.09320403224551872,below
LTR18B,0.048390677196974353,0.051022810373407376,146.28571428571428,301,2.478566495593843,LTR,0.06113738855541794,below
LTR18C,0.12517309331720392,0.10031593486598503,148.37313432835822,67,1.8260748027008264,LTR,0.13775523957297525,below
LTR19-int,0.0966839248718884,0.11151773654553039,115.65454545454546,55,1.7403626894942439,LTR,0.1532683521919381,below
LTR19A,0.060818690727003785,0.04441277729607316,112.1858407079646,339,2.530199698203082,LTR,0.05733091505872823,above
LTR19B,0.07470948600065355,0.04109986260075582,89.10729613733906,233,2.367355921026019,LTR,0.07021635822038962,above
LTR19C,0.09828236370101594,0.08969890704206805,161.5252525252525,99,1.99563519459755,LTR,0.11153910048473821,below
LTR1A1,0.058159874377208085,0.03941987962709976,138.3625,320,2.505149978319906,LTR,0.05914706886358592,below
LTR1A2,0.053840441078568904,0.032546043752113056,125.28270676691729,665,2.8228216453031045,LTR,0.03982616655004627,above
LTR1B,0.0496831917818698,0.043315637942229306,148.16065573770493,305,2.484299839346786,LTR,0.06070254117282677,below
LTR1B0,0.09023906863387711,0.08271634998353793,135.7471264367816,87,1.9395192526186185,LTR,0.11961039598537672,below
LTR1B1,0.0736324325186363,0.05737735075413495,152.64383561643837,146,2.164352855784437,LTR,0.09040694039421712,below
LTR1C,0.13825207024563005,0.1217925507560594,135.5438596491228,57,1.7558748556724915,LTR,0.1503367277820505,below
LTR1C1,0.13324418105174468,0.0806315135821117,134.9655172413793,58,1.7634279935629373,LTR,0.14892963582069849,below
LTR1C3,0.10425447609967622,0.12994617516879764,123.96153846153847,52,1.7160033436347992,LTR,0.15798779345659308,below
LTR1D,0.07682606809781022,0.04610594869656108,168.9964412811388,281,2.44870631990508,LTR,0.0634530123277535,above
LTR1D1,0.05534644632921772,0.04702838984299074,155.21395348837208,215,2.3324384599156054,LTR,0.07333615323354511,below
LTR1E,0.06021003927581399,0.04436025257960073,174.05280528052805,303,2.481442628502305,LTR,0.06091885930075144,below
LTR1F,0.09073534638492038,0.08845981702875073,141.87179487179486,117,2.0681858617461617,LTR,0.10190584959520892,below
LTR1F1,0.05471963162640172,0.05010266973070653,141.6164383561644,219,2.3404441148401185,LTR,0.07260883672178944,below
LTR1F2,0.08911278861169461,0.07681866267913301,164.4090909090909,132,2.12057393120585,LTR,0.09547132913991573,below
LTR2,0.06221535183719871,0.02246114238143657,82.96986301369863,730,2.863322860120456,LTR,0.037867753297906794,above
LTR21A,0.09338676354321199,0.08835400178634757,142.35897435897436,78,1.8920946026904804,LTR,0.12688531105509226,below
LTR21B,0.1180521139214607,0.13635722093054065,147.85185185185185,27,1.4313637641589874,LTR,0.22517876692877314,below
LTR21C,0.15387080445566217,0.19628450149683105,135.83333333333334,18,1.255272505103306,LTR,0.28037508986441523,below
LTR22,0.09962392957787175,0.13667064393391193,86.04597701149426,87,1.9395192526186185,LTR,0.11961039598537672,below
LTR22A,0.1105281501789809,0.06544181894968024,115.59731543624162,149,2.173186268412274,LTR,0.08941812500921811,above
LTR22B,0.09910998358718136,0.07663504220762274,121.55813953488372,129,2.110589710299249,LTR,0.09666548211718544,above
LTR22B1,0.07211299334120855,0.0678180646847948,130.4867256637168,113,2.05307844348342,LTR,0.10384071511357061,below
LTR22B2,0.18364434907447622,0.15190145745777484,92.63636363636364,33,1.5185139398778875,LTR,0.20202521483553829,below
LTR22C,0.20007714082823158,0.18796114452562188,140.44,25,1.3979400086720377,LTR,0.23474673650100691,below
LTR22C0,0.10149156485821308,0.08594942991019953,120.11494252873563,87,1.9395192526186185,LTR,0.11961039598537672,below
LTR22C2,0.10063819805079845,0.10141241625955161,138.3943661971831,71,1.8512583487190752,LTR,0.1335031253527613,below
LTR22E,0.10909434625766014,0.10853828973193806,124.72413793103448,87,1.9395192526186185,LTR,0.11961039598537672,below
LTR23,0.044373236116619294,0.03661515371685591,146.10969793322735,629,2.798650645445269,LTR,0.041042871769661794,above
LTR23-int,0.0950362546942657,0.05929932748765504,166.01986754966887,151,2.1789769472931693,LTR,0.08877579039539829,above
