5S-Deu-L2,Alu,CR1,Crypton,Crypton-A,Dong-R4,ERV1,ERVK,ERVL,ERVL-MaLR,Gypsy,Helitron,I-Jockey,Kolobok,L1,L1-Tx1,L2,MIR,MULE-MuDR,Merlin,PIF-Harbinger,Penelope,PiggyBac,RTE-BovB,RTE-X,SVA,TcMar,TcMar-Mariner,TcMar-Pogo,TcMar-Tc1,TcMar-Tc2,TcMar-Tigger,hAT,hAT-Ac,hAT-Blackjack,hAT-Charlie,hAT-Tag1,hAT-Tip100,hAT-Tip100?,hAT-hAT19,hAT?,tRNA,tRNA-Deu,tRNA-RTE,cell_line,modification
0.5847139534293597,0.6614397567677334,0.4085827378754902,0.6312290132428067,0.665680448721814,0.4094143593652409,0.5573401931947143,0.5836450986831889,0.5261075169768766,0.5364101155712354,0.4922091990709,0.53206073685573,0.6873888497335763,0.5968516182507801,0.2915379530012796,0.43836893495626594,0.3871038385064481,0.6503975116463442,0.3671906482462554,0.5890551145653309,0.5651358626235612,0.4671229528726825,0.5670833059736823,0.38407755581340636,0.33697849793204154,0.48506571209448635,0.47417995359021,0.638823059504893,0.622581297669279,0.5727680160202069,0.5143674253746672,0.5172967589935641,0.5832018190767333,0.4292928751194451,0.6649070385512676,0.614868286976147,0.3798046422581457,0.602692887100921,0.6014644459065637,0.7755482741004145,0.403332860957994,0.5812063639400861,0.6121852708548993,0.6381135806525488,Caco-2,H3K4me1
0.4381636253567695,0.5812946318052676,0.2914672130865961,0.5300021053842352,0.5454554461830896,0.22995465834232584,0.4813414117928421,0.5801518925777496,0.45093170498679563,0.49789965023485605,0.3893928775150528,0.440144352795857,0.3883519903254188,0.46553162665538517,0.2657609433094878,0.3083016364364396,0.2708569964779815,0.5339538309206312,0.31665868806766945,0.5202633182788607,0.414103346155843,0.3558774704012012,0.49099687828213884,0.2515656051740552,0.2410923801283953,0.5697460935078247,0.4060048865737134,0.576737424775803,0.5960141680798684,0.47528438661804756,0.43827448216744214,0.44150399137265506,0.4806684519412682,0.31535873237303985,0.5702611833413165,0.5248292595124153,0.25680947083362127,0.4935278061956398,0.36323269106943007,0.7259675517197356,0.290501323931586,0.46089280368713503,0.4690711860180622,0.51434398567175,Caco-2,H3K9me3
0.8057187048609136,0.6169423197577574,0.40966528605111313,0.679723665981335,0.7886402362180663,0.32502211161437194,0.5069627869672667,0.5171818808159726,0.5133404154420527,0.533183991734132,0.4836100893349119,0.5313727592963325,0.6783881898062041,0.7065035306806311,0.2851330815094686,0.501669267070795,0.38182201742584526,0.661445525698089,0.3407818995842178,0.7421282765871176,0.6258973043001987,0.4672856175974296,0.5638480803261536,0.40160860393292475,0.3280485205258094,0.4497704994782055,0.6570819057742264,0.6444134294957705,0.5832179117967479,0.5609393165861328,0.5224631668161216,0.5115853448334048,0.6386887220209401,0.4974549718874276,0.698750123864752,0.6160742344707866,0.36322756759431774,0.5987145997084842,0.46279966131585243,1.1761127925596837,0.4447421072925415,0.7261279761483262,0.6418172012667893,0.6700375172557395,SJCRH30,H3K27ac
0.6146067410377838,0.6204515644336497,0.3901261579917739,0.6101473201427142,0.6684532602036968,0.3527736029067574,0.48121123965417484,0.48414567579214496,0.5059312683506928,0.5296600605949356,0.47815526334045666,0.5032999927094642,0.6444451288527556,0.5934088654121453,0.2692497397586588,0.40058323317278766,0.3577590984073963,0.6453061415564995,0.338625943231776,0.5890201396367363,0.519469099233947,0.45836201609142563,0.5693748633125058,0.3618100575142629,0.3105297154643244,0.44781215305272387,0.5069670737966291,0.6491447486303076,0.5239614711750138,0.5547748514694247,0.5064086441121034,0.4985034180123245,0.6012418117629623,0.4260093719687234,0.665832447884728,0.6081840203650841,0.3492183336125278,0.5884685666290802,0.5247953901784882,0.7425958786180427,0.40614741730493037,0.6313728126247843,0.6266695990216972,0.6414530458592217,SJCRH30,H3K4me1
0.4482533011085514,0.5757564415435468,0.293641658860163,0.5539014232830937,0.48219028691413474,0.2243222523308518,0.4413184691446135,0.5046056701514345,0.44763226841262554,0.48410500092043185,0.3885335256823208,0.42843266423614695,0.5150201223603322,0.46953225396484805,0.24526841302073166,0.3423480838315973,0.272909657296818,0.5534985447296618,0.29753933013428707,0.523098265491146,0.39714884405620987,0.34495255010177495,0.5003815291560613,0.2529426491463166,0.23304807883750592,0.4207192853060925,0.46140188084787415,0.5822476974201896,0.4615415470834155,0.45756560831094717,0.44028455792619775,0.4363009552683929,0.49649928375139074,0.3162447817881682,0.5811038123985263,0.5328161106681409,0.25322484246454763,0.5095745224214474,0.35123459142186825,0.6400824977847893,0.3118408826425582,0.4945492943228061,0.5407280627387676,0.539003959520236,SJCRH30,H3K9me3
0.5667082917736257,0.7622635730157592,0.4545524900496045,0.5985227818432411,0.5460138210978466,0.3449966319206752,0.48918882561537047,0.5529392217406002,0.5179772870087851,0.5496555539718698,0.4152025847037591,0.5643047057107855,0.6309296147237313,0.5918171870301321,0.40080480939061164,0.40880410731775946,0.4345722433696223,0.6716047113508737,0.39061716651374334,0.5984354221456699,0.47220963539989436,0.5562772810698626,0.6813120691364171,0.4256587259700636,0.4223379747637246,0.6323070627558073,0.554791644139715,0.6964802115719929,0.5880327329715014,0.648760351851293,0.595581087444319,0.606426095646583,0.5489298012347172,0.47230993674722843,0.6668445711801773,0.6698937843609741,0.4623490007419553,0.5762440263580597,0.42279606059146513,0.6002529833757522,0.40267811168786927,0.617541231130811,0.6478416808696655,0.6682262108860695,SJCRH30,H3K36me3
0.5048215475313451,0.5982800351805841,0.37493731142560865,0.5605473773773612,0.6134864602800105,0.34223138984812596,0.4636914179638878,0.44875878072344705,0.4780012392277023,0.5018136890766111,0.43701776035913636,0.47237072311394984,0.5458917962095583,0.5098220381876203,0.29130468819764666,0.41910226519170035,0.3533123778683309,0.5943647291270944,0.35892865643076516,0.5864098644303635,0.4747444530672247,0.4241973325281979,0.5403845035600685,0.3299294875377019,0.31722213329326043,0.4324320634833975,0.5148133289973807,0.6130478291460353,0.5517154096752943,0.48793760799132635,0.4913639830433451,0.47476645712858057,0.5406207963615566,0.3968299374881981,0.6104947129303463,0.5671504084258497,0.32480800511065466,0.5403293786561492,0.4868925901892853,0.7549694450339376,0.36157378154187875,0.5411372524764458,0.6021354498968154,0.5793690513398602,SJCRH30,H3K27me3
0.6992748542755329,0.6622140920173841,0.4201644945949092,0.6998082397989338,0.6169951080977096,0.275605746381959,0.5385291133567981,0.48405226614596325,0.48647353607022864,0.5066789022012402,0.42408129177323034,0.5245009492075537,0.6672204381225216,0.682569808741114,0.28329539028282963,0.6140862392289181,0.434133141848265,0.7301440515307733,0.3199456616448423,0.6756413200889059,0.4633779821072687,0.4657992938276897,0.6324613174868717,0.37534504970973653,0.31800939497956815,0.4826097005733591,0.6735918673480669,0.668337356029414,0.585597816030349,0.5840795079584197,0.5151243290419747,0.5015469047078362,0.6125802215951357,0.4738327668631318,0.7187752316778176,0.6422314628104149,0.40220934150080284,0.6098739589678391,0.4491640466561567,0.6494371587894436,0.3387013197310814,0.6642166111549628,0.7309131272513668,0.6304219975551644,SJCRH30,H3K4me3
0.5949134958453378,0.6332573296836498,0.40367877037643274,0.6243906967937567,0.6872536277962236,0.37468696881712676,0.49373997160048205,0.4985119663500308,0.5141497037979461,0.5472737308819502,0.47187314561889315,0.5326009307081886,0.7111448763798548,0.5981978912241226,0.2952070785800662,0.44945654399656626,0.363242502969865,0.6628277043859542,0.36990661070459885,0.6743450289430962,0.5415508933953627,0.4984736428693533,0.5952805117645218,0.380136436130001,0.33441789417612067,0.447118166801277,0.6371514818922973,0.6858476099912553,0.6759620188537727,0.5927818666109741,0.5482825617515413,0.5279352863596964,0.6096158475810366,0.4189167693569218,0.6937071425871874,0.6328190215290865,0.3374956170211311,0.5994932191447169,0.5119949127668247,0.8060111119054288,0.4750657171352465,0.6296445525949893,0.6384004301179209,0.6690355461943386,BE2C,H3K4me1
0.4693509215284608,0.5919677300125253,0.2894604126826284,0.5533661140563861,0.567851578192545,0.24074583479041306,0.4429920848220672,0.44595956554052635,0.4484908284765487,0.48758910222607094,0.39374331371675364,0.4617013597917196,0.5288475701520224,0.5106367082951997,0.23870811574982473,0.3658521161164952,0.25498895496244073,0.5779663538643294,0.3204965119240817,0.5883645735203893,0.4511344706699102,0.3881725247862325,0.5395819921058338,0.2429928796133968,0.22330013753912833,0.4160883886597398,0.509983993689596,0.6388714628313052,0.6509167030871073,0.5047796056751851,0.48272320447734146,0.4682308453352909,0.5264030704296865,0.31794229551765957,0.6196803156513409,0.5579763389166151,0.25153847147056874,0.5142300038382149,0.36201326099508424,0.9293934352083689,0.2906021793875544,0.5115538272860953,0.5307612214589797,0.5522451889329307,BE2C,H3K9me3
