5S-Deu-L2,Alu,CR1,Crypton,Crypton-A,Dong-R4,ERV1,ERVK,ERVL,ERVL-MaLR,Gypsy,Helitron,I-Jockey,Kolobok,L1,L1-Tx1,L2,MIR,MULE-MuDR,Merlin,PIF-Harbinger,Penelope,PiggyBac,RTE-BovB,RTE-X,SVA,TcMar,TcMar-Mariner,TcMar-Pogo,TcMar-Tc1,TcMar-Tc2,TcMar-Tigger,hAT,hAT-Ac,hAT-Blackjack,hAT-Charlie,hAT-Tag1,hAT-Tip100,hAT-Tip100?,hAT-hAT19,hAT?,tRNA,tRNA-Deu,tRNA-RTE,cell_line,modification
0.3207395830426601,0.19245118573050665,0.25806166325829144,0.2754292526350623,0.3045385744431333,0.2581457632140735,0.31218536106392464,0.3719354883659887,0.20522258661115503,0.18205336455057766,0.22527638164455954,0.23809584135915862,0.37519391665886365,0.30855400712985076,0.1925063131132326,0.21961227429494665,0.2547136469087151,0.28217463631739287,0.16518872593357625,0.18196202183808224,0.2807693781105174,0.27410253639532584,0.22778093643135508,0.2569245098500599,0.23713956179837412,0.27492472416507874,0.18903531154181277,0.21402470086455144,0.16669876635135136,0.26107854850390927,0.2086913871176204,0.2319843570815796,0.2690382048508857,0.23907928538292725,0.2529223503595372,0.2470373424564814,0.2908509999407946,0.2518411645290928,0.20222829806818182,0.2518316068703889,0.2430146646759394,0.3001317642819754,0.3416031878214286,0.3045923472509534,Caco-2,H3K4me1
0.2847878749820332,0.44199876161433216,0.3443874745750817,0.29515524059128495,0.31557034727962,0.3558451926458486,0.5122096644935796,0.7543185021801022,0.3905540117192944,0.4568188529201881,0.36629411635447345,0.33506667858958517,0.2359059532039394,0.2725894953348532,0.4556899169983527,0.3192859301846,0.3484012838975072,0.2999177514846714,0.41761254927456587,0.33471479055978354,0.3619141181641535,0.34424911750617876,0.38180861195538507,0.33820671238410416,0.3661909409125216,0.731311809077799,0.2619661426490137,0.3944591898413805,0.3204458962432432,0.40120068490826044,0.36055555053798777,0.35893345369009055,0.3449603168118008,0.3636408705689432,0.358959951328216,0.34396224831074473,0.345329814907228,0.3493145137808762,0.3608983584718485,0.30354468845,0.3832827157530303,0.26907892382081755,0.30377031565171425,0.27280836833943634,Caco-2,H3K9me3
0.5225211027665839,0.3050059478828015,0.352602570578038,0.41340988323390165,0.45685810519600667,0.3519295034529642,0.34255743306599573,0.34343252867944335,0.3483059156301532,0.3453476306450428,0.34170040982352423,0.33300307686941866,0.4583034918823485,0.40861683037986224,0.31061247994266566,0.3687058900445298,0.34400946668539756,0.3447975394706032,0.30006164685407083,0.3171875558709957,0.3862460855242861,0.3305735335301352,0.2729473142882875,0.37253895923630187,0.33570546465246676,0.25707442418133186,0.3341962900416697,0.3085128115192008,0.22804263554054058,0.28580389728713035,0.2873270748833782,0.3174382811258713,0.3724195602287432,0.37161367510013804,0.3477255136856212,0.3485582931544918,0.33743759557458214,0.34428836770654037,0.3032199013464179,0.5679783613777778,0.2780749336582647,0.4741777381627761,0.4146712537414066,0.395133034691535,SJCRH30,H3K27ac
0.775154208507214,0.4907952277347172,0.6070223809374824,0.683245118719282,0.8356506419754666,0.6309766341330855,0.5400077661648678,0.5525674207504574,0.5450968268535976,0.556265476220197,0.584026056861771,0.5980066901753424,0.7913561933901515,0.6986172198535955,0.538687886429524,0.6114867403036424,0.5866764357267603,0.6217710691094942,0.524024561209873,0.579705756839987,0.7001870273971865,0.6308269596492416,0.6122763987361224,0.6219819119857114,0.5884350666340364,0.40526114205575864,0.5697324867972072,0.5892136626219981,0.6685881220135135,0.6268555664270788,0.5926239907602905,0.5870283303248416,0.6896001919949726,0.6271620211098126,0.62255057891341,0.6080082787131529,0.6221902422258976,0.597854457026514,0.6044847195352239,0.8929337446872222,0.621783795272353,0.714772079681345,0.6995563592306373,0.6798255961891931,SJCRH30,H3K4me1
0.5889878859938135,0.5258527030713679,0.6200122327645903,0.6387635301513924,0.6702540472439333,0.6680069352956461,0.7216755851105092,0.8515657867127212,0.6576467269619605,0.7439885965019934,0.6548580972319417,0.6786233644974771,0.5919280273871743,0.5666250198625559,0.6909375974148314,0.6068343389074834,0.6190884692017173,0.6163049167666154,0.6736882091916513,0.630710453451948,0.6754129594412761,0.5886857633548199,0.709073614814336,0.6370941640870464,0.6513059360421982,0.7676631943590466,0.5922707832793213,0.7025799004093541,0.5972974028378378,0.6264195128769012,0.6621061024451653,0.6987724554332154,0.6669309141624641,0.6232566888708468,0.6546414443293175,0.659433623382134,0.6495874139569848,0.6366052734436246,0.6978578597579105,0.4331352254573889,0.7515559752455881,0.597974917820341,0.667479666313099,0.6505119968836758,SJCRH30,H3K9me3
0.2971609432601923,0.45573929196087837,0.3486677024751961,0.3037197718934,0.24535069947482,0.2967455562777972,0.2484292734803792,0.2808394037526256,0.23352376672916736,0.26865960438901587,0.20077986757347233,0.3540919831975313,0.23371474684194696,0.2764500621798557,0.36836867349472324,0.22332282483757485,0.33619633737880045,0.328793612992823,0.30144819908302045,0.25449155466943724,0.272547713405893,0.40974777471601975,0.4609887832513143,0.3549733845353869,0.37131566019226286,0.4167941197290448,0.24745846676487332,0.3957329691916961,0.2975574330540541,0.5010761165004692,0.4530507929322693,0.45752803562691646,0.290050662305114,0.3559600018382483,0.2916624412530445,0.3954809369728417,0.5098374432674557,0.2521071371619008,0.2954964876966418,0.1738178850372222,0.3234179289288824,0.2820341777217393,0.34928814416102416,0.36271393465381246,SJCRH30,H3K36me3
0.5210024647329554,0.5849308005579125,0.5798604841472721,0.6063074991973376,0.4913958442216,0.5858631681998188,0.6145277810418547,0.5747074255546012,0.6176012282349129,0.6064064030045719,0.6338924315780693,0.5481932518989987,0.5432814670684925,0.5270788171680422,0.5561063903515849,0.5826316886499867,0.5815185856974152,0.5972921737747079,0.5904278164511869,0.5668744488654979,0.5964970723919801,0.5658227354398712,0.5629971077052429,0.5348778623253571,0.5625683884629077,0.4046108252912371,0.5429483768752522,0.575438134162286,0.6097035445945945,0.5377286945487247,0.5512256924353031,0.5403122079123166,0.5846858804999566,0.5758417496576063,0.6274241328980219,0.5964134661031403,0.5116791206250428,0.6364557548194071,0.6564925009055225,0.7097031587055556,0.7051936992085295,0.5337910541458635,0.600856482019266,0.546687753802039,SJCRH30,H3K27me3
-0.10235391567356762,-0.256626394917933,-0.1921379861005704,-0.1894902843605705,-0.13965970092838,-0.21101011531923558,-0.17968283843732244,-0.1908202465697688,-0.22526187895961886,-0.2124195939148874,-0.22280677621834194,-0.21654273295680979,-0.07273388527810606,-0.17327476654044774,-0.20991955211898614,-0.18130339646649668,-0.18222814881983895,-0.17359211298969932,-0.22712303626554864,-0.2682307936170606,-0.1540036186160199,-0.19065650432867867,-0.19651703235116605,-0.1782887591289609,-0.20330968168800387,-0.22521979626177116,-0.19647993535882716,-0.20069290026770695,-0.21682914871621622,-0.19935682860677795,-0.2363652618013531,-0.1964038385193592,-0.1871998481548262,-0.1729546698905507,-0.18842654703662814,-0.18032265648392337,-0.17552846527476007,-0.2037660581206441,-0.18224340874104478,-0.2245807839427778,-0.20369214676529412,-0.14501983174420535,-0.11825058818179342,-0.1776505830286106,SJCRH30,H3K4me3
1.2533782814548082,0.9975655783513773,1.1420722594422426,1.206210609505869,1.3426290318910665,1.183467231734195,1.0809022501613383,1.1587702238235045,1.088252598592494,1.1082159620038239,1.1001249371982473,1.150433624633976,1.3054200279113637,1.2640510583305882,1.0536603446724266,1.131276951067616,1.12527895331458,1.1581033666963154,1.0335881461962515,1.1349891539151515,1.2658669245748757,1.1444346630895772,1.1233527614079855,1.1626087613584692,1.1202101568674223,0.945824311000664,1.1806092775121917,1.0939453263333054,1.2169636928378378,1.0908524763320129,1.1130284472472667,1.1262719540850767,1.172832953848745,1.119796947884073,1.138649293810009,1.1415130347680553,1.161622834663913,1.1276315645650081,1.1683192635323076,0.9426663268333333,1.1283418469666666,1.2394815987968224,1.1873795367859779,1.215442138807634,BE2C,H3K4me1
1.0236387777867453,1.1149898686148834,1.028507162459563,0.981197891056754,1.0520580539273334,1.0224417702773358,1.1523850946812535,1.2607356010619954,1.108247219963212,1.1595210652024315,1.0798529546264675,1.0181015525143593,1.0826157066153788,0.9771837081579652,1.0689965154837902,1.0298229355913906,1.0424825502363895,1.0285810795759285,1.058217851098286,0.9472074352316018,1.0194854108884825,1.0063490710245087,1.04506719989535,1.028433699945342,1.035833170332311,1.2141618400912733,0.9345374189238813,1.0353842951559231,1.0768149908783784,0.9300830239270588,0.9851558228946826,1.0280531774135884,1.0120765518671162,1.0312682697478848,1.0511064202142237,1.051158658335603,1.0058191219057064,1.0575936532099828,1.0495766457215383,0.37869346853333336,1.0093367300363636,1.0354537282646945,1.0284301222216703,1.0412117876870337,BE2C,H3K9me3
